Sentence,Unit,UCP_ID,Number_UCP,Word_count_ST,Modality,UCPs,Errors,Points,Language,CSs,Creativity_Index
"""And you dunk people,"" he said.",dunk people,34,1,6,HT,CSM,0,0,CA,1,1.00
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,HT,R,0,0,CA,0,0.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,HT,CSM,0,0,CA,1,1.00
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,HT,R,0,0,CA,0,0.00
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,HT,R,0,0,CA,0,0.00
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,HT,R,0,0,CA,0,0.00
The painter clapped his hands in mock delight.,in mock delight,40,1,8,HT,R,0,0,CA,0,0.00
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,HT,R,0,0,CA,0,0.00
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,HT,R,0,0,CA,0,0.00
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,HT,CSM,0,0,CA,1,1.00
"""Good gravy, no!"" she said.",Good gravy,44,1,5,HT,CSM,0,0,CA,1,1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,HT,R,0,0,CA,0,0.00
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,HT,CSM,0,0,CA,1,1.00
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,HT,CSM,0,0,CA,1,1.00
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,HT,R,0,0,CA,0,0.00
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,HT,R,0,0,CA,0,0.00
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,HT,R,0,0,CA,0,0.00
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,HT,CSM,0,0,CA,1,1.00
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,HT,R,0,0,CA,0,0.00
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,HT,CSM,0,0,CA,1,1.00
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,HT,CSM,0,0,CA,1,1.00
2BR02B,2BR02B,1,1,1,1a,E,1,15,NL,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,1a,CSC,0,0,NL,1,1.00
So was old age.,So was old age,3,1,4,1a,R,0,0,NL,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,1a,R,2,2,NL,0,-0.09
He was the only man waiting.,the only man waiting,5,1,6,1a,R,0,0,NL,0,0.00
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,1a,CSM,2,2,NL,1,0.88
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,1a,CSM,1,1,NL,1,0.93
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,1a,E,1,5,NL,0,-0.71
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,1a,R,3,3,NL,0,-0.21
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,1a,CSC,0,0,NL,1,1.00
He gave a satiric smile.,satiric smile,11,1,5,1a,R,1,1,NL,0,-0.20
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,1a,CSM,0,0,NL,1,1.00
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,1a,R,1,1,NL,0,-0.17
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,1a,R,2,2,NL,0,-0.07
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,1a,CSA,0,0,NL,1,1.00
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,1a,R,0,0,NL,0,0.00
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,1a,R,2,6,NL,0,-0.40
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,1a,R,3,3,NL,0,-0.30
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,1a,R,4,4,NL,0,-0.13
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,1a,R,2,6,NL,0,-0.67
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,1a,R,1,5,NL,0,-0.56
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,1a,CSA,6,6,NL,1,0.81
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,1a,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,1a,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,1a,CSM,0,0,NL,1,1.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,1a,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,1a,R,0,0,NL,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,1a,R,1,1,NL,0,-0.05
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,1a,CSM,0,0,NL,1,1.00
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,1a,R,2,2,NL,0,-0.13
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,1a,CSM,2,2,NL,1,0.83
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,1a,CSC,3,3,NL,1,0.88
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,1a,R,1,5,NL,0,-0.45
"""And you dunk people,"" he said.",dunk people,34,1,6,1a,R,1,1,NL,0,-0.17
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,1a,R,1,1,NL,0,-0.20
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,1a,CSM,1,1,NL,1,0.89
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,1a,R,0,0,NL,0,0.00
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,1a,R,1,1,NL,0,-0.06
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,1a,R,1,6,NL,0,-0.55
The painter clapped his hands in mock delight.,in mock delight,40,1,8,1a,R,2,2,NL,0,-0.25
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,1a,R,1,1,NL,0,-0.11
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,1a,R,0,0,NL,0,0.00
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,1a,R,2,2,NL,0,-0.13
"""Good gravy, no!"" she said.",Good gravy,44,1,5,1a,CSM,0,0,NL,1,1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,1a,R,1,5,NL,0,-0.31
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,1a,R,2,2,NL,0,-0.22
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,1a,R,2,2,NL,0,-0.12
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,1a,CSC,0,0,NL,1,1.00
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,1a,E,1,5,NL,0,-0.29
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,1a,R,1,1,NL,0,-0.13
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,1a,R,0,0,NL,0,0.00
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,1a,R,1,1,NL,0,-0.11
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,1a,CSM,0,0,NL,1,1.00
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,1a,R,2,2,NL,0,-0.05
2BR02B,2BR02B,1,1,1,1b,R,0,0,NL,0,0.00
Everything was perfectly swell.,perfectly swell,2,1,4,1b,CSC,0,0,NL,1,1.00
So was old age.,So was old age,3,1,4,1b,R,0,0,NL,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,1b,R,2,16,NL,0,-0.73
He was the only man waiting.,the only man waiting,5,1,6,1b,R,1,1,NL,0,-0.17
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,1b,R,3,3,NL,0,-0.18
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,1b,R,1,1,NL,0,-0.07
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,1b,R,1,1,NL,0,-0.14
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,1b,R,2,2,NL,0,-0.14
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,1b,CSC,0,0,NL,1,1.00
He gave a satiric smile.,satiric smile,11,1,5,1b,CSC,0,0,NL,1,1.00
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,1b,R,0,0,NL,0,0.00
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,1b,CSM,0,0,NL,1,1.00
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,1b,R,3,7,NL,0,-0.26
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,1b,R,1,1,NL,0,-0.10
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,1b,CSA,1,1,NL,1,0.86
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,1b,CSA,2,10,NL,1,0.33
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,1b,R,3,7,NL,0,-0.70
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,1b,R,4,4,NL,0,-0.13
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,1b,R,3,11,NL,0,-1.22
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,1b,R,1,5,NL,0,-0.56
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,1b,CSA,4,4,NL,1,0.88
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,1b,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,1b,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,1b,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,1b,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,1b,R,0,0,NL,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,1b,R,0,0,NL,0,0.00
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,1b,R,1,5,NL,0,-1.67
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,1b,R,3,3,NL,0,-0.19
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,1b,E,2,16,NL,0,-1.33
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,1b,R,2,16,NL,0,-0.62
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,1b,E,1,5,NL,0,-0.45
"""And you dunk people,"" he said.",dunk people,34,1,6,1b,R,1,1,NL,0,-0.17
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,1b,E,1,5,NL,0,-1.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,1b,R,2,2,NL,0,-0.22
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,1b,R,0,0,NL,0,0.00
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,1b,R,3,3,NL,0,-0.19
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,1b,CSA,0,0,NL,1,1.00
The painter clapped his hands in mock delight.,in mock delight,40,1,8,1b,R,1,1,NL,0,-0.13
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,1b,E,1,1,NL,0,-0.11
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,1b,R,1,1,NL,0,-0.14
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,1b,CSM,2,2,NL,1,0.88
"""Good gravy, no!"" she said.",Good gravy,44,1,5,1b,CSM,0,0,NL,1,1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,1b,R,2,6,NL,0,-0.38
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,1b,CSM,2,6,NL,1,0.33
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,1b,CSA,2,2,NL,1,0.88
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,1b,E,2,10,NL,0,-0.77
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,1b,R,1,1,NL,0,-0.06
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,1b,R,1,1,NL,0,-0.13
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,1b,R,0,0,NL,0,0.00
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,1b,R,1,1,NL,0,-0.11
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,1b,R,0,0,NL,0,0.00
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,1b,R,4,12,NL,0,-0.28
2BR02B,2BR02B,1,1,1,2a,E,1,15,NL,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,2a,CSC,0,0,NL,1,1.00
So was old age.,So was old age,3,1,4,2a,R,0,0,NL,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,2a,R,2,6,NL,0,-0.27
He was the only man waiting.,the only man waiting,5,1,6,2a,R,0,0,NL,0,0.00
"Wehling was fifty-six, a mere stripling in a population whose average age was one hundred and twenty-nine.",a mere stripling,6,1,17,2a,CSM,2,2,NL,1,0.88
"His camouflage was perfect, since the waiting room had a disorderly and demoralized air, too.",disorderly and demoralized air,7,1,15,2a,CSM,1,1,NL,1,0.93
The floor was paved with spattered dropcloths.,spattered dropcloths,8,1,7,2a,R,0,0,NL,0,0.00
"Every plant had all the loam, light, water, air and nourishment it could use.","loam, light, water, air and nourishment",9,1,14,2a,R,2,2,NL,0,-0.14
Kiss this sad world toodle-oo.,Kiss this sad world toodle-oo.,10,1,5,2a,CSC,0,0,NL,1,1.00
He gave a satiric smile.,satiric smile,11,1,5,2a,R,1,1,NL,0,-0.20
"""It's called 'The Happy Garden of Life,' you know.""",The Happy Garden of Life,12,1,9,2a,R,0,0,NL,0,0.00
Hitz was a blindingly handsome man.,a blindingly handsome man,13,1,6,2a,R,1,1,NL,0,-0.17
All blanks were to be filled with portraits of important people on either the hospital staff or from the Chicago Office of the Federal Bureau of Termination.,Chicago Office of the Federal Bureau of Termination,14,1,27,2a,R,2,2,NL,0,-0.07
"""You think I'm proud of this daub?"" he said. ",this daub,15,1,10,2a,CSA,0,0,NL,1,1.00
The painter gestured at a foul dropcloth.,foul dropcloth,16,1,7,2a,R,0,0,NL,0,0.00
"""Frame that, and you'll have a picture a damn sight more honest than this one.""",damn sight more honest,17,1,15,2a,R,1,5,NL,0,-0.33
"""You're a gloomy old duck, aren't you?"" said the orderly.",gloomy old duck,18,1,10,2a,R,3,3,NL,0,-0.30
"""If you don't like it here, Grandpa..."" he said, and he finished the thought with the trick telephone number that people who didn't want to live any more were supposed to call.",Grandpa,19,1,32,2a,R,4,4,NL,0,-0.13
"The zero in the telephone number he pronounced ""naught.""","The zero in the telephone number he pronounced ""naught.""",20,1,9,2a,R,1,5,NL,0,-0.56
"The number was: ""2 B R 0 2 B.""",2BR02B,21,1,9,2a,R,1,5,NL,0,-0.56
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",sobriquets,22,1,32,2a,CSA,5,5,NL,1,0.84
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Easy-go,23,1,32,2a,E,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""","Good-by, Mother",24,1,32,2a,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Kiss-me-quick,25,1,32,2a,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Weep-no-more,26,1,32,2a,R,0,0,NL,0,0.00
"It was the telephone number of an institution whose fanciful sobriquets included: ""Automat,"" ""Birdland,"" ""Cannery,"" ""Catbox,"" ""De-louser,"" ""Easy-go,"" ""Good-by, Mother,"" ""Happy Hooligan,"" ""Kiss-me-quick,"" ""Lucky Pierre,"" ""Sheepdip,"" ""Waring Blendor,"" ""Weep-no-more"" and ""Why Worry?""",Why Worry?,27,1,32,2a,R,0,0,NL,0,0.00
"""To be or not to be"" was the telephone number of the municipal gas chambers of the Federal Bureau of Termination.","""To be or not to be""",28,1,21,2a,R,1,5,NL,0,-0.24
"""Messy business, Grandpa.","Messy business, Granpa",29,1,3,2a,R,1,5,NL,0,-1.67
The painter expressed with an obscenity his lack of concern for the tribulations of his survivors.,expressed with an obscenity,30,1,16,2a,CSA,0,0,NL,1,1.00
"A coarse, formidable woman strode into the waiting room on spike heels.","coarse, formidable woman",31,1,12,2a,R,2,2,NL,0,-0.17
"The medallion on her purple musette bag was the seal of the Service Division of the Federal Bureau of Termination, an eagle perched on a turnstile.",musette bag,32,1,26,2a,R,2,2,NL,0,-0.08
"""A lot would depend on what your business was,"" he said.",what your business was,33,1,11,2a,E,2,6,NL,0,-0.55
"""And you dunk people,"" he said.",dunk people,34,1,6,2a,R,1,1,NL,0,-0.17
You're entitled to be immortalized.,entitled to be immortalized,35,1,5,2a,CSM,0,0,NL,1,1.00
"""Gee,"" she said, ""they're all the same to me.""",Gee,36,1,9,2a,CSM,0,0,NL,1,1.00
"""A body's a body, eh?"" he said, ""All righty.","A body's a body, eh?",37,1,9,2a,R,0,0,NL,0,0.00
He indicated a faceless figure of a woman who was carrying dried stalks to a trash-burner.,faceless figure,38,1,16,2a,R,1,1,NL,0,-0.06
"""Well,"" said Leora Duncan, ""that's more the disposal people, isn't it?",disposal people,39,1,11,2a,R,0,0,NL,0,0.00
The painter clapped his hands in mock delight.,in mock delight,40,1,8,2a,R,1,1,NL,0,-0.13
Of course the sheave-carrier is wrong for a hostess!,sheave-carrier,41,1,9,2a,R,1,1,NL,0,-0.11
"A snipper, a pruner—that's more your line.""",a pruner,42,1,7,2a,R,0,0,NL,0,0.00
"""Gosh—"" she said, and she blushed and became humble—""that—that puts me right next to Dr. Hitz.""",Gosh,43,1,16,2a,R,1,1,NL,0,-0.06
"""Good gravy, no!"" she said.",Good gravy,44,1,5,2a,CSM,0,0,NL,1,1.00
"He was seven feet tall, and he boomed with importance, accomplishments, and the joy of living.",seven feet tall,45,1,16,2a,R,2,2,NL,0,-0.13
She was exclaiming over the legal implications of triplets.,exclaiming over the legal implications of triplets,46,1,9,2a,R,1,5,NL,0,-0.56
"""Last I heard,"" said Dr. Hitz, ""they had one, and were trying to scrape another two up.""",to scrape another two up,47,1,17,2a,R,1,5,NL,0,-0.29
"Nothing but singles going through today, unless somebody called in after I left.",singles going through,48,1,13,2a,R,1,1,NL,0,-0.08
"He raised his right hand, looked at a spot on the wall, gave a hoarsely wretched chuckle.",hoarsely wretched chuckle,49,1,17,2a,R,1,1,NL,0,-0.06
"""I think it's perfectly keen,"" said Wehling tautly.",it's perflect keen,50,1,8,2a,R,1,1,NL,0,-0.13
"""I think it's perfectly keen,"" said Wehling tautly.",tautly,51,1,8,2a,R,0,0,NL,0,0.00
"""I should have said, 'Ethical Suicide Studios,'"" he said.",Ethical Suicide Studios,52,1,9,2a,R,1,1,NL,0,-0.11
"""It's only death,"" he said to her as she fell.",It's only death,53,1,10,2a,CSM,0,0,NL,1,1.00
"The painter pondered the mournful puzzle of life demanding to be born and, once born, demanding to be fruitful ... to multiply and to live as long as possible—to do all that on a very small planet that would have to last forever.",the mournful puzzle of life,54,1,43,2a,R,1,1,NL,0,-0.02
2BR02B,2BR02B,1,1,1,2b,E,1,15,NL,0,-15.00
Everything was perfectly swell.,perfectly swell,2,1,4,2b,CSC,0,0,NL,1,1.00
So was old age.,So was old age,3,1,4,2b,R,0,0,NL,0,0.00
"One bright morning in the Chicago Lying-in Hospital, a man named Edward K. Wehling, Jr., waited for his wife to give birth.",Chicago Lying-in Hospital,4,1,22,2b,R,2,6,NL,0,-0.27
He was the only man waiting.,the only man waiting,5,1,6,2b,R,0,0,NL,0,0.00
